"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2023","402.41","403.00","403.50","401.00","","0.10%"
"10/01/2023","402.00","393.40","429.50","390.50","","1.45%"
"09/01/2023","396.25","385.78","396.25","384.05","","2.98%"
"08/01/2023","384.78","386.14","388.40","384.89","","-0.09%"
"07/01/2023","385.14","386.06","390.60","385.01","","0.02%"
"06/01/2023","385.06","386.62","388.14","384.30","","-0.15%"
"05/01/2023","385.62","386.64","389.40","384.50","","-0.01%"
"04/01/2023","385.64","388.30","392.60","385.12","","-0.43%"
"03/01/2023","387.30","389.30","391.25","386.73","","-0.26%"
"02/01/2023","388.30","396.25","397.91","388.53","","-2.01%"
"01/01/2023","396.25","393.57","397.92","391.89","","1.08%"
"12/01/2022","392.00","395.12","397.45","392.08","","-0.54%"
"11/01/2022","394.12","401.80","406.20","392.50","","-1.91%"
"10/01/2022","401.80","405.65","414.00","393.83","","-0.70%"
"09/01/2022","404.65","404.56","419.15","402.68","","0.27%"
"08/01/2022","403.56","407.71","408.36","401.20","","-0.77%"
"07/01/2022","406.71","407.21","418.60","402.70","","0.12%"
"06/01/2022","406.21","448.18","448.39","406.05","","-9.16%"
"05/01/2022","447.18","453.26","474.35","446.58","","-1.12%"
"04/01/2022","452.26","485.91","485.91","451.63","","-6.73%"
"03/01/2022","484.91","481.25","519.84","479.40","","1.13%"
"02/01/2022","479.50","483.00","485.51","477.14","","-0.10%"
"01/01/2022","480.00","480.00","484.80","477.80","","0.21%"
"12/01/2021","479.00","486.63","496.70","478.05","","-1.29%"
"11/01/2021","485.25","475.20","488.02","473.24","","2.33%"
"10/01/2021","474.20","488.50","490.85","473.42","","-2.73%"
"09/01/2021","487.50","493.12","494.48","483.50","","-0.94%"
"08/01/2021","492.12","486.24","494.36","486.12","","1.42%"
"07/01/2021","485.24","495.86","498.95","482.32","","-1.94%"
"06/01/2021","494.86","520.61","521.53","494.68","","-4.76%"
"05/01/2021","519.61","520.69","523.95","519.77","","-0.02%"
"04/01/2021","519.69","529.25","535.11","519.17","","-1.67%"
"03/01/2021","528.50","527.75","529.25","523.74","","0.57%"
"02/01/2021","525.50","518.27","527.98","517.33","","1.64%"
"01/01/2021","517.00","522.25","528.04","517.58","","-0.48%"
"12/01/2020","519.50","506.75","525.25","505.15","","3.18%"
"11/01/2020","503.50","493.60","509.20","492.17","","2.21%"
"10/01/2020","492.60","487.00","494.68","486.77","","1.73%"
"09/01/2020","484.20","487.20","490.40","483.70","","-0.41%"
"08/01/2020","486.20","485.33","488.07","483.60","","0.39%"
"07/01/2020","484.33","482.35","487.92","481.45","","0.62%"
"06/01/2020","481.35","483.90","485.05","478.48","","-0.32%"
"05/01/2020","482.90","479.25","489.45","479.10","","0.97%"
"04/01/2020","478.25","501.75","502.95","478.63","","-4.45%"
"03/01/2020","500.50","478.58","502.80","478.02","","4.93%"
"02/01/2020","477.00","478.58","479.85","476.85","","0.21%"
"01/01/2020","476.00","479.00","480.95","477.50","","-0.42%"
"12/01/2019","478.00","477.88","480.40","475.50","","0.42%"
"11/01/2019","476.00","476.25","479.10","475.25","","0.32%"
"10/01/2019","474.50","476.00","478.15","474.65","","-0.11%"
"09/01/2019","475.00","476.11","477.95","475.30","","-0.02%"
"08/01/2019","475.11","475.80","476.90","474.86","","0.07%"
"07/01/2019","474.80","477.10","478.55","475.15","","-0.27%"
"06/01/2019","476.10","480.10","481.20","476.00","","-0.63%"
"05/01/2019","479.10","480.45","482.60","478.70","","-0.07%"
"04/01/2019","479.45","486.42","488.30","480.00","","-1.04%"
"03/01/2019","484.50","489.25","491.09","484.00","","-0.82%"
"02/01/2019","488.50","486.50","491.20","485.80","","0.72%"
"01/01/2019","485.00","485.25","487.95","482.70","","0.52%"
"12/01/2018","482.50","485.75","486.45","483.10","","-0.21%"
"11/01/2018","483.50","486.25","489.25","483.35","","-0.21%"
"10/01/2018","484.50","482.70","486.85","482.40","","0.58%"
"09/01/2018","481.70","482.00","486.50","481.00","","0.15%"
"08/01/2018","481.00","481.25","484.00","480.50","","0.31%"
"07/01/2018","479.50","482.22","485.50","479.50","","-0.36%"
"06/01/2018","481.22","484.75","485.50","481.25","","-0.06%"
"05/01/2018","481.50","484.75","487.50","481.50","","0.00%"
"04/01/2018","481.50","480.06","485.65","479.25","","0.51%"
"03/01/2018","479.06","480.80","481.63","479.24","","-0.15%"
"02/01/2018","479.80","480.80","485.25","479.75","","0.00%"
"01/01/2018","479.80","484.08","485.59","479.33","","-0.68%"
"12/01/2017","483.08","484.28","485.67","479.75","","-0.04%"
"11/01/2017","483.28","482.85","489.52","482.15","","0.58%"
"10/01/2017","480.50","478.40","484.00","477.50","","0.65%"
"09/01/2017","477.40","478.44","479.00","476.69","","-0.01%"
"08/01/2017","477.44","478.35","479.75","477.50","","0.02%"
"07/01/2017","477.35","480.50","481.20","477.50","","-0.39%"
"06/01/2017","479.20","482.00","484.00","479.30","","-0.37%"
"05/01/2017","481.00","484.60","485.17","481.00","","-0.54%"
"04/01/2017","483.60","483.46","487.04","483.23","","0.24%"
"03/01/2017","482.46","486.62","487.16","482.58","","-0.65%"
"02/01/2017","485.62","486.51","487.35","484.85","","0.02%"
"01/01/2017","485.51","483.92","488.10","483.17","","0.54%"
"12/01/2016","482.92","480.50","486.40","479.75","","0.80%"
"11/01/2016","479.10","475.12","481.15","475.02","","1.05%"
"10/01/2016","474.12","474.46","477.23","473.33","","0.14%"
"09/01/2016","473.46","474.75","475.13","472.60","","-0.06%"
"08/01/2016","473.75","475.70","476.79","474.13","","-0.20%"
"07/01/2016","474.70","476.68","477.83","475.35","","-0.21%"
"06/01/2016","475.68","477.00","479.71","474.73","","-0.07%"
"05/01/2016","476.00","477.55","480.35","475.83","","-0.12%"
"04/01/2016","476.55","478.90","484.54","477.23","","-0.28%"
"03/01/2016","477.90","491.34","492.17","478.73","","-2.54%"
"02/01/2016","490.34","487.75","496.77","484.50","","0.74%"
"01/01/2016","486.75","483.75","489.52","479.88","","0.83%"
"12/01/2015","482.75","482.95","485.88","477.50","","0.17%"
"11/01/2015","481.95","473.95","484.00","471.73","","2.01%"
"10/01/2015","472.45","472.95","476.00","467.45","","0.21%"
"09/01/2015","471.45","481.95","486.10","472.00","","-1.87%"
"08/01/2015","480.45","477.95","486.55","475.88","","0.84%"
"07/01/2015","476.45","472.55","481.60","471.50","","1.15%"
"06/01/2015","471.05","479.50","480.50","471.45","","-1.45%"
"05/01/2015","478.00","478.25","483.80","475.70","","0.26%"
"04/01/2015","476.75","471.50","479.35","470.90","","1.44%"
"03/01/2015","470.00","477.85","483.63","469.73","","-1.33%"
"02/01/2015","476.35","476.00","482.00","474.90","","0.71%"
"01/01/2015","473.00","474.00","483.50","468.50","","-0.21%"
"12/01/2014","474.00","435.00","480.00","433.80","","9.47%"
"11/01/2014","433.00","410.10","435.50","410.10","","5.79%"
"10/01/2014","409.30","407.25","413.35","406.75","","0.66%"
"09/01/2014","406.60","411.00","411.65","406.13","","-0.95%"
"08/01/2014","410.50","406.25","413.00","405.85","","1.26%"
"07/01/2014","405.40","407.70","408.80","405.25","","-0.32%"
"06/01/2014","406.70","413.90","414.30","406.50","","-1.43%"
"05/01/2014","412.60","413.50","415.50","412.15","","-0.24%"
"04/01/2014","413.60","413.90","416.43","412.20","","0.17%"
"03/01/2014","412.90","413.90","416.11","410.99","","0.60%"
"02/01/2014","410.43","407.50","414.13","406.50","","1.10%"
"01/01/2014","405.96","402.80","409.89","400.76","","1.12%"
"12/01/2013","401.47","404.50","408.00","402.11","","-0.50%"
"11/01/2013","403.50","405.00","407.11","402.64","","0.41%"
"10/01/2013","401.86","405.50","409.23","403.78","","-0.85%"
"09/01/2013","405.29","406.00","413.57","403.83","","0.52%"
"08/01/2013","403.19","411.00","411.55","403.89","","-1.30%"
"07/01/2013","408.50","411.50","412.63","408.32","","0.00%"
"06/01/2013","408.50","416.50","417.86","408.88","","-2.09%"
"05/01/2013","417.22","410.50","417.98","410.50","","1.89%"
"04/01/2013","409.50","419.00","20,796.42","410.10","","-1.92%"
"03/01/2013","417.50","409.25","419.63","409.00","","2.33%"
"02/01/2013","408.00","406.38","409.63","405.00","","0.68%"
"01/01/2013","405.25","403.25","409.75","403.25","","0.81%"
"12/01/2012","402.00","406.63","407.88","402.50","","-0.86%"
"11/01/2012","405.50","406.00","410.00","404.38","","0.12%"
"10/01/2012","405.00","405.50","408.50","405.00","","-0.25%"
"09/01/2012","406.00","408.00","412.75","405.50","","-0.37%"
"08/01/2012","407.50","408.50","415.00","408.00","","0.00%"
"07/01/2012","407.50","418.00","419.02","407.00","","-2.28%"
"06/01/2012","417.00","407.50","419.38","405.75","","2.96%"
"05/01/2012","405.00","392.25","408.50","391.00","","3.51%"
"04/01/2012","391.25","391.00","393.75","389.38","","0.19%"
"03/01/2012","390.50","388.63","391.50","387.25","","0.64%"
"02/01/2012","388.00","386.75","390.00","386.50","","0.52%"
"01/01/2012","386.00","384.50","389.75","383.00","","0.26%"
"12/01/2011","385.00","380.50","387.75","380.50","","1.32%"
"11/01/2011","380.00","379.00","385.60","378.50","","0.53%"
"10/01/2011","378.00","374.00","379.00","373.00","","1.75%"
"09/01/2011","371.50","367.00","374.50","367.00","","1.64%"
"08/01/2011","365.50","374.25","374.63","365.75","","-2.27%"
"07/01/2011","374.00","374.25","374.25","374.25","","0.00%"
"06/01/2011","374.00","375.25","376.75","371.00","","-0.27%"
"05/01/2011","375.00","375.25","377.00","374.50","","0.00%"
"04/01/2011","375.00","368.25","375.25","368.25","","1.90%"
"03/01/2011","368.00","366.50","369.00","365.50","","0.82%"
"02/01/2011","365.00","363.50","367.50","362.50","","0.83%"
"01/01/2011","362.00","359.00","366.50","359.00","","1.40%"
"12/01/2010","357.00","358.50","359.00","358.00","","0.00%"
"11/01/2010","357.00","357.00","363.25","357.00","","0.28%"
"10/01/2010","356.00","360.25","361.50","357.00","","-0.97%"
"09/01/2010","359.50","365.00","367.00","360.25","","-0.96%"
"08/01/2010","363.00","368.50","368.75","362.38","","-1.49%"
"07/01/2010","368.50","368.00","371.50","362.50","","0.27%"
"06/01/2010","367.50","376.00","379.50","366.00","","-2.91%"
"05/01/2010","378.50","385.00","391.50","378.50","","-1.56%"
"04/01/2010","384.50","399.50","403.00","384.50","","-3.88%"
"03/01/2010","400.00","385.00","406.00","385.00","","4.10%"
"02/01/2010","384.25","376.75","384.75","376.25","","2.06%"
"01/01/2010","376.50","376.50","378.75","376.50","","-0.13%"