country,cities,indicator_group,indicator,city_urls,mean_price,min_range,max_range,info_entries,info_contributers,last_update
Kazakhstan,Astana,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,1147.97,979.07,1631.79,1817,4,2023-12-01
Kazakhstan,Astana,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,805.87,652.72,935.56,1817,4,2023-12-01
Kazakhstan,Astana,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,612.1700000000001,NA,NA,1817,4,2023-12-01
Kazakhstan,Astana,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,15.72,7,20,1817,4,2023-12-01
Azerbaijan,Baku,Restaurants,"Meal, Inexpensive Restaurant",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,8.82,3.53,17.650000000000002,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,35.290000000000006,22.35,58.82,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,7.35,5.88,8.82,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,Domestic Beer (0.5 liter draught),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.41,1.1800000000000002,2.94,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,2.3499999999999996,1.76,3.53,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,Cappuccino (regular),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,3.36,1.76,4.71,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,Coke/Pepsi (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.58,0.41,1.1800000000000002,2677,6,2023-12-01
Azerbaijan,Baku,Restaurants,Water (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.37,0.26,0.59,2677,6,2023-12-01
Azerbaijan,Baku,Markets,"Milk (regular), (1 liter)",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.38,1.06,1.76,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Loaf of Fresh White Bread (500g),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.46,0.29000000000000004,0.59,2677,6,2023-12-01
Azerbaijan,Baku,Markets,"Rice (white), (1kg)",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,2.42,1.12,2.94,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Eggs (regular) (12),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.64,1.06,2.47,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Local Cheese (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,5.359999999999999,3.53,8.239999999999998,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Chicken Fillets (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,4.71,3.46,5.88,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,9.4,7.88,10.59,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Apples (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.21,0.59,1.76,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Banana (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.74,1.29,2.3499999999999996,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Oranges (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.5,0.88,2.94,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Tomato (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.75,0.59,2.94,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Potato (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.7799999999999999,0.47,1.1800000000000002,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Onion (1kg),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.65,0.35,1.1700000000000002,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Lettuce (1 head),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.54,0.24,1.33,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Water (1.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.59,0.47,0.88,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Bottle of Wine (Mid-Range),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,7.65,3.4099999999999997,10.59,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Domestic Beer (0.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.31,1,1.76,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,2.6,1.76,3.8,2677,6,2023-12-01
Azerbaijan,Baku,Markets,Cigarettes 20 Pack (Marlboro),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,3.53,2.3499999999999996,4.71,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,One-way Ticket (Local Transport),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.24,0.24,0.24,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Monthly Pass (Regular Price),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,17.650000000000002,11.76,35.290000000000006,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Taxi Start (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1.47,0.65,1.47,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Taxi 1km (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.72,0.35,1.1800000000000002,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Taxi 1hour Waiting (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,3.53,1.76,5.88,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Gasoline (1 liter),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,0.65,0.59,1.1800000000000002,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,21029.41,16470.59,26470.59,2677,6,2023-12-01
Azerbaijan,Baku,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,23621.12,21176.47,26470.59,2677,6,2023-12-01
Azerbaijan,Baku,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,58.65,41.67,111.11,2677,6,2023-12-01
Azerbaijan,Baku,Utilities (Monthly),Mobile Phone Monthly Plan with Calls and 10GB+ Data,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,13.01,5.88,20.59,2677,6,2023-12-01
Azerbaijan,Baku,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,15.49,10.59,29.41,2677,6,2023-12-01
Azerbaijan,Baku,Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,39.71,20.59,58.82,2677,6,2023-12-01
Azerbaijan,Baku,Sports And Leisure,Tennis Court Rent (1 Hour on Weekend),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,21.41,11.76,29.41,2677,6,2023-12-01
Azerbaijan,Baku,Sports And Leisure,"Cinema, International Release, 1 Seat",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,5.88,4.71,8.82,2677,6,2023-12-01
Azerbaijan,Baku,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,216.53,117.65,294.12,2677,6,2023-12-01
Azerbaijan,Baku,Childcare,"International Primary School, Yearly for 1 Child",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,5796.79,2941.18,11764.71,2677,6,2023-12-01
Azerbaijan,Baku,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,50.97,20.59,105.88,2677,6,2023-12-01
Azerbaijan,Baku,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,47.46,17.650000000000002,88.24000000000001,2677,6,2023-12-01
Azerbaijan,Baku,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,120.72,47.06,176.47,2677,6,2023-12-01
Azerbaijan,Baku,Clothing And Shoes,1 Pair of Men Leather Business Shoes,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,84.29,29.41,147.06,2677,6,2023-12-01
Azerbaijan,Baku,Rent Per Month,Apartment (1 bedroom) in City Centre,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,412.77,294.12,882.3499999999999,2677,6,2023-12-01
Azerbaijan,Baku,Rent Per Month,Apartment (1 bedroom) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,245.1,147.06,411.76,2677,6,2023-12-01
Azerbaijan,Baku,Rent Per Month,Apartment (3 bedrooms) in City Centre,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,911.57,470.59,1647.06,2677,6,2023-12-01
Azerbaijan,Baku,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,447.87,264.71,764.71,2677,6,2023-12-01
Azerbaijan,Baku,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,1816.83,1470.59,2941.18,2677,6,2023-12-01
Azerbaijan,Baku,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,903.72,764.71,1176.47,2677,6,2023-12-01
Azerbaijan,Baku,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,434.02,NA,NA,2677,6,2023-12-01
Azerbaijan,Baku,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Baku?displayCurrency=USD,9.23,8,14,2677,6,2023-12-01
Iran,Tehran,Restaurants,"Meal, Inexpensive Restaurant",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,4,2,8,3464,5,2023-12-01
Iran,Tehran,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,25,15,70.96000000000001,3464,5,2023-12-01
Iran,Tehran,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,4,3.04,5,3464,5,2023-12-01
Iran,Tehran,Restaurants,Domestic Non-Alcoholic Beer (0.5 liter draught),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.8,0.5,2.5,3464,5,2023-12-01
Iran,Tehran,Restaurants,Imported Non-Alcoholic Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.5,1,3,3464,5,2023-12-01
Iran,Tehran,Restaurants,Cappuccino (regular),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.35,0.6,2.3,3464,5,2023-12-01
Iran,Tehran,Restaurants,Coke/Pepsi (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.58,0.4,2,3464,5,2023-12-01
Iran,Tehran,Restaurants,Water (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.91,0.5,1.5,3464,5,2023-12-01
Iran,Tehran,Markets,"Milk (regular), (1 liter)",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.62,0.47,1,3464,5,2023-12-01
Iran,Tehran,Markets,Loaf of Fresh White Bread (500g),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.56,0.2,1.2,3464,5,2023-12-01
Iran,Tehran,Markets,"Rice (white), (1kg)",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,2.38,1.6,3.28,3464,5,2023-12-01
Iran,Tehran,Markets,Eggs (regular) (12),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.13,0.72,1.48,3464,5,2023-12-01
Iran,Tehran,Markets,Local Cheese (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,3.81,2,7.7,3464,5,2023-12-01
Iran,Tehran,Markets,Chicken Fillets (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,3.44,1.7,5,3464,5,2023-12-01
Iran,Tehran,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,9.64,7,12,3464,5,2023-12-01
Iran,Tehran,Markets,Apples (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.02,0.5,1.6,3464,5,2023-12-01
Iran,Tehran,Markets,Banana (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.55,1,2,3464,5,2023-12-01
Iran,Tehran,Markets,Oranges (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.99,0.5,2,3464,5,2023-12-01
Iran,Tehran,Markets,Tomato (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.56,0.2,1,3464,5,2023-12-01
Iran,Tehran,Markets,Potato (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.49,0.2,1,3464,5,2023-12-01
Iran,Tehran,Markets,Onion (1kg),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.49,0.3,1,3464,5,2023-12-01
Iran,Tehran,Markets,Lettuce (1 head),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.5,0.3,1,3464,5,2023-12-01
Iran,Tehran,Markets,Water (1.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.23,0.15000000000000002,0.4,3464,5,2023-12-01
Iran,Tehran,Markets,Bottle of Non-Alcoholic Wine (Mid-Range),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1,0.5,2,3464,5,2023-12-01
Iran,Tehran,Markets,Domestic Non-Alcoholic Beer (0.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.5700000000000001,0.3,1,3464,5,2023-12-01
Iran,Tehran,Markets,Imported Non-Alcoholic Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.4,0.5,2.14,3464,5,2023-12-01
Iran,Tehran,Markets,Cigarettes 20 Pack (Marlboro),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,2.82,2,4,3464,5,2023-12-01
Iran,Tehran,Transportation,One-way Ticket (Local Transport),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.3,0.2,0.8,3464,5,2023-12-01
Iran,Tehran,Transportation,Monthly Pass (Regular Price),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,14.07,10,30,3464,5,2023-12-01
Iran,Tehran,Transportation,Taxi Start (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.5,0.3,1,3464,5,2023-12-01
Iran,Tehran,Transportation,Taxi 1km (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.3,0.2,0.7,3464,5,2023-12-01
Iran,Tehran,Transportation,Taxi 1hour Waiting (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,3,2,5,3464,5,2023-12-01
Iran,Tehran,Transportation,Gasoline (1 liter),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,0.75,0.5,1,3464,5,2023-12-01
Iran,Tehran,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,80000,65000,100000,3464,5,2023-12-01
Iran,Tehran,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,66147.07,50000,80000,3464,5,2023-12-01
Iran,Tehran,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,16.97,10,30,3464,5,2023-12-01
Iran,Tehran,Utilities (Monthly),Mobile Phone Monthly Plan with Calls and 10GB+ Data,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,2.65,1.1800000000000002,6,3464,5,2023-12-01
Iran,Tehran,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,7.74,4,20,3464,5,2023-12-01
Iran,Tehran,Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,17.27,9.46,30,3464,5,2023-12-01
Iran,Tehran,Sports And Leisure,Tennis Court Rent (1 Hour on Weekend),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,12.63,7,20,3464,5,2023-12-01
Iran,Tehran,Sports And Leisure,"Cinema, International Release, 1 Seat",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.5,1,2,3464,5,2023-12-01
Iran,Tehran,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,141.42000000000002,70,250,3464,5,2023-12-01
Iran,Tehran,Childcare,"International Primary School, Yearly for 1 Child",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1917.28,1200,4200,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,27.78,10,100,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,34.93,13,70,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,137.92000000000002,60,200,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,1 Pair of Men Leather Business Shoes,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,73.24000000000001,30,150,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (1 bedroom) in City Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,466.25,300,800,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (1 bedroom) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,329.86,200,700,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (3 bedrooms) in City Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,946.25,500,1600,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,665.7700000000001,400,1100,3464,5,2023-12-01
Iran,Tehran,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,2292.29,1500,4000,3464,5,2023-12-01
Iran,Tehran,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1336.36,850,2000,3464,5,2023-12-01
Iran,Tehran,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,253.4,NA,NA,3464,5,2023-12-01
Iran,Tehran,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,23.09,18,28,3464,5,2023-12-01
